1605918000000,2020-11-21 00:20:00,BTC/USDT,18716.99000000,18745.00000000,18713.51000000,18731.85000000,139.23076000,2607872.09585729,1904
1605917940000,2020-11-21 00:19:00,BTC/USDT,18712.32000000,18720.00000000,18695.50000000,18716.99000000,70.66127000,1322134.54178803,1609
1605917880000,2020-11-21 00:18:00,BTC/USDT,18695.70000000,18720.00000000,18695.70000000,18712.32000000,133.83205800,2503603.91285858,2277
1605917820000,2020-11-21 00:17:00,BTC/USDT,18665.86000000,18699.47000000,18659.09000000,18695.70000000,41.31888600,771719.10895717,1161
1605917760000,2020-11-21 00:16:00,BTC/USDT,18635.16000000,18665.84000000,18635.14000000,18664.27000000,45.66844100,851620.19681379,1078
1605917700000,2020-11-21 00:15:00,BTC/USDT,18639.51000000,18640.82000000,18623.50000000,18635.15000000,23.37070700,435475.46842347,884
1605917640000,2020-11-21 00:14:00,BTC/USDT,18638.79000000,18645.00000000,18634.16000000,18640.91000000,24.48120100,456292.74932486,790
1605917580000,2020-11-21 00:13:00,BTC/USDT,18630.74000000,18643.07000000,18629.88000000,18638.87000000,45.18972600,842151.95340646,929
1605917520000,2020-11-21 00:12:00,BTC/USDT,18630.85000000,18633.50000000,18623.53000000,18630.74000000,15.66058200,291744.01579544,766
1605917460000,2020-11-21 00:11:00,BTC/USDT,18625.99000000,18635.49000000,18625.44000000,18630.85000000,18.35726800,341981.33971336,780
1605917400000,2020-11-21 00:10:00,BTC/USDT,18640.20000000,18647.77000000,18620.46000000,18625.99000000,48.98211600,912729.88807508,1144
1605917340000,2020-11-21 00:09:00,BTC/USDT,18652.36000000,18655.85000000,18639.11000000,18640.20000000,28.78281800,536758.14997692,758
1605917280000,2020-11-21 00:08:00,BTC/USDT,18641.31000000,18652.36000000,18641.30000000,18652.36000000,20.40194500,380458.26213754,743
1605917220000,2020-11-21 00:07:00,BTC/USDT,18649.34000000,18654.29000000,18630.75000000,18641.25000000,39.07834000,728543.56928796,927
1605917160000,2020-11-21 00:06:00,BTC/USDT,18650.63000000,18660.31000000,18649.27000000,18649.34000000,12.57436000,234576.58526449,557
1605917100000,2020-11-21 00:05:00,BTC/USDT,18662.72000000,18668.76000000,18637.23000000,18650.27000000,43.81212100,817005.56589161,968
1605917040000,2020-11-21 00:04:00,BTC/USDT,18666.05000000,18676.27000000,18655.16000000,18662.72000000,44.74430200,835098.31734818,728
1605916980000,2020-11-21 00:03:00,BTC/USDT,18680.76000000,18688.04000000,18665.29000000,18666.04000000,18.83546600,351849.02979745,749
1605916920000,2020-11-21 00:02:00,BTC/USDT,18677.00000000,18687.15000000,18660.50000000,18680.93000000,20.41839400,381292.61507865,1106
1605916860000,2020-11-21 00:01:00,BTC/USDT,18685.14000000,18696.03000000,18660.42000000,18676.99000000,64.04776400,1196412.96095822,1372
1605916800000,2020-11-21 00:00:00,BTC/USDT,18655.66000000,18692.80000000,18654.50000000,18685.14000000,72.59348500,1355852.60786854,1406
